,unique_id,cnn_intrsctn_fkey,cnn_sgmt_fkey,case_id_pkey,tb_latitude,tb_longitude,geocode_source,geocode_location,collision_datetime,collision_date,collision_time,accident_year,month,day_of_week,time_cat,juris,officer_id,reporting_district,beat_number,primary_rd,secondary_rd,distance,direction,weather_1,weather_2,collision_severity,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,intersection,vz_pcf_code,vz_pcf_group,vz_pcf_description,vz_pcf_link,number_killed,number_injured,street_view,dph_col_grp,dph_col_grp_description,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,point,data_as_of,data_updated_at,data_loaded_at,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
558,32859,26653000,,180098945,37.7924716371,-122.434557721,SFPD-INTERIM DB,CITY STREET,2018-02-06T13:20:00.000,2018-02-06T00:00:00.000,13:20:00,2018,February,Tuesday,10:01 am to 2:00 pm,3801,,Northern,3E11C,FILLMORE ST,JACKSON ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Sideswipe,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7924716371,-122.434557721",AA,Vehicle(s) Only Involved,,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,POINT (-122.434555 37.792473),2018-02-06T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:45.235,102.0,102.0,4.0,6.0,30.0
559,39346,26242000,4076000.0,180176654,37.7514286833,-122.456838078,SFPD-INTERIM DB,CITY STREET,2018-03-07T13:17:00.000,2018-03-07T00:00:00.000,13:17:00,2018,March,Wednesday,10:01 am to 2:00 pm,3801,,Park,3G61,CLARENDON AVE,OLYMPIA WAY,114.0,West,Clear,Not Stated,Injury (Complaint of Pain),Head-On,Parked Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Midblock > 20ft,Other than driver,Not Stated,Not Stated,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7514286833,-122.456838078",AA,Vehicle(s) Only Involved,,Driver,West,Making Left Turn,Parked Vehicle,Not Stated,Merging,POINT (-122.45684 37.75143),2018-03-07T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:45.271,111.0,111.0,7.0,8.0,14.0
560,58578,25892000,,220525050,37.7693922611867,-122.430247360811,SFPD-INTERIM DB,CITY STREET,2022-08-06T22:34:00.000,2022-08-06T00:00:00.000,22:34:00,2022,August,Saturday,10:01 pm to 2:00 am,3801,245,Park,,DUBOCE AVE,BELCHER ST,0.0,Not Stated,Clear,Not Stated,Injury (Other Visible),Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,0,"https://maps.google.com/maps?q=&layer=c&cbll=37.769392261186745,-122.43024736081092",AA,Vehicle(s) Only Involved,,Other,East,Other,Other,East,Stopped,POINT (-122.430244 37.769394),2022-12-08T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:45.896,28.0,28.0,7.0,5.0,9.0
561,58419,26059000,6826000.0,220311144,37.7747782355955,-122.439466218783,SFPD-INTERIM DB,CITY STREET,2022-05-12T16:11:00.000,2022-05-12T00:00:00.000,16:11:00,2022,May,Thursday,2:01 pm to 6:00 pm,3801,1766,Park,4B103,HAYES ST,BRODERICK ST,226.0,West,Clear,Not Stated,Injury (Severe),Other,Not Stated,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7747782355955,-122.439466218783",FF,Bicycle Only,,Bicyclist,West,Proceeding Straight,,,,POINT (-122.43947 37.774776),2022-05-16T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:46.370,24.0,24.0,7.0,11.0,9.0
562,58421,24900000,5171000.0,220347927,37.7853089256396,-122.409292478955,SFPD-INTERIM DB,CITY STREET,2022-05-27T15:30:00.000,2022-05-27T00:00:00.000,15:30:00,2022,May,Friday,2:01 pm to 6:00 pm,3801,544,Tenderloin,9X13J,ELLIS ST,MASON ST,60.0,East,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7853089256396,-122.40929247895552",AA,Vehicle(s) Only Involved,,Other,South,Other,Driver,West,Stopped,POINT (-122.409294 37.78531),2022-07-15T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:47.381,19.0,19.0,5.0,10.0,36.0
563,9325,23742000,4633000.0,180090189,37.761080661,-122.401206701,SFPD-INTERIM DB,CITY STREET,2018-02-03T00:12:00.000,2018-02-03T00:00:00.000,00:12:00,2018,February,Saturday,10:01 pm to 2:00 am,3801,1837,Bayview,11E,DE HARO ST,19TH ST,25.0,North,Clear,Not Stated,Injury (Complaint of Pain),Overturned,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.761080661,-122.401206701",FF,Bicycle Only,,Bicyclist,North,Ran Off Road,,,,POINT (-122.40121 37.76108),2018-02-03T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:47.621,54.0,54.0,2.0,9.0,26.0
564,58395,23937000,,220311207,37.7802649720895,-122.4033872092,SFPD-INTERIM DB,CITY STREET,2022-05-12T17:20:00.000,2022-05-12T00:00:00.000,17:20:00,2022,May,Thursday,2:01 pm to 6:00 pm,3801,2210,Southern,B2,FOLSOM ST,05TH ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Not Stated,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.78026497208952,-122.40338720919964",BB,Vehicle-Pedestrian,,Pedestrian,North,Backing,Driver,East,Stopped,POINT (-122.40339 37.780266),2022-05-16T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:47.706,32.0,32.0,1.0,10.0,34.0
565,58424,27968000,5954000.0,220240264,37.7714950330549,-122.507750666905,SFPD-INTERIM DB,CITY STREET,2022-04-13T17:19:00.000,2022-04-13T00:00:00.000,17:19:00,2022,April,Wednesday,2:01 pm to 6:00 pm,3801,4314,Richmond,G5,FULTON ST,47TH AVE,47.0,West,Clear,Cloudy,Injury (Complaint of Pain),Rear End,Parked Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection Rear End <= 150ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7714950330549,-122.507750666905",AA,Vehicle(s) Only Involved,,Driver,East,Parking Maneuver,Parked Vehicle,East,Parked,POINT (-122.50775 37.771496),2022-04-21T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:47.735,8.0,8.0,8.0,4.0,29.0
566,57333,24022000,,220039584,37.7657832988,-122.40753423,SFPD-INTERIM DB,CITY STREET,2022-01-18T19:55:00.000,2022-01-18T00:00:00.000,19:55:00,2022,January,Tuesday,6:01 pm to 10:00 pm,3801,1810,Mission,3D13D,POTRERO AVE,16TH ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Not Stated,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7657832988,-122.40753423",BB,Vehicle-Pedestrian,,Driver,West,Making Right Turn,Pedestrian,South,Proceeding Straight,POINT (-122.40753 37.76578),2022-05-03T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:47.821,54.0,54.0,3.0,9.0,20.0
567,43395,27282000,391000.0,5107206,37.7785665685467,-122.46625717209,SFPD-CROSSROADS,CITY STREET,2011-03-01T04:40:00.000,2011-03-01T00:00:00.000,04:40:00,2011,March,Tuesday,2:01 am to 6:00 am,3801,654,RICHM,0G3,08TH AVE,ANZA ST,156.0,South,Clear,Not Stated,Injury (Complaint of Pain),Other,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7785665685467,-122.46625717209",FF,Bicycle Only,,Bicyclist,North,Proceeding Straight,,,,POINT (-122.466255 37.77857),2011-03-01T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:47.992,5.0,5.0,8.0,4.0,11.0
568,58062,24160000,881000.0,220362761,37.7616820580991,-122.421888200647,SFPD-INTERIM DB,CITY STREET,2022-06-03T01:54:00.000,2022-06-03T00:00:00.000,01:54:00,2022,June,Friday,10:01 pm to 2:00 am,3801,483,Mission,1,18TH ST,VALENCIA ST,90.0,West,Clear,Not Stated,Injury (Other Visible),Other,Non-Collision,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,,Midblock > 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.76168205809909,-122.42188820064715",AA,Vehicle(s) Only Involved,,Other,East,Proceeding Straight,,,,POINT (-122.42189 37.76168),2022-07-15T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:48.009,37.0,37.0,3.0,5.0,20.0
569,56209,24079000,,210444006,37.7572976442,-122.414541468,SFPD-INTERIM DB,CITY STREET,2021-07-14T08:09:00.000,2021-07-14T00:00:00.000,08:09:00,2021,July,Wednesday,6:01 am to 10:00 am,3801,392,Mission,3D14A,FOLSOM ST,21ST ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,3,"https://maps.google.com/maps?q=&layer=c&cbll=37.7572976442,-122.414541468",AA,Vehicle(s) Only Involved,,Driver,West,Proceeding Straight,Driver,North,Proceeding Straight,POINT (-122.41454 37.757298),2021-07-20T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:48.181,53.0,53.0,3.0,2.0,20.0
570,56762,23586000,182000.0,210712201,37.7769283652312,-122.390368468085,SFPD-INTERIM DB,CITY STREET,2021-10-30T11:46:00.000,2021-10-30T00:00:00.000,11:46:00,2021,October,Saturday,10:01 am to 2:00 pm,3801,310,Southern,3B15C,03RD ST,BERRY ST,316.0,South,Cloudy,Other: Misty,Injury (Complaint of Pain),Head-On,Fixed Object,No Pedestrian Involved,Slippery,Other,Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.77692836523122,-122.39036846808547",AA,Vehicle(s) Only Involved,,Driver,North,Proceeding Straight,,,,POINT (-122.390366 37.776928),2021-11-03T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:48.897,31.0,31.0,1.0,10.0,
571,19081,25900000,,130737557,37.7741814226215,-122.429178343165,SFPD-CROSSROADS,CITY STREET,2013-09-04T09:19:00.000,2013-09-04T00:00:00.000,09:19:00,2013,September,Wednesday,6:01 am to 10:00 am,3801,1819,NORTHERN,3E68,OAK ST,WEBSTER ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7741814226215,-122.429178343165",AA,Vehicle(s) Only Involved,,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,POINT (-122.42918 37.77418),2013-09-04T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:49.511,26.0,26.0,4.0,11.0,9.0
572,57003,27272000,,210853344,37.7734887444903,-122.464811670013,SFPD-INTERIM DB,CITY STREET,2021-12-26T13:17:00.000,2021-12-26T00:00:00.000,13:17:00,2021,December,Sunday,10:01 am to 2:00 pm,3801,4283,Richmond,3G3A,FULTON ST,07TH AVE,0.0,Not Stated,Raining,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.773488744490315,-122.46481167001306",AA,Vehicle(s) Only Involved,,Driver,South,Making Left Turn,Driver,East,Proceeding Straight,POINT (-122.46481 37.773487),2022-01-03T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:49.587,,,8.0,4.0,12.0
573,8425,23724000,1329000.0,5204942,37.7530569391207,-122.40544695784,SFPD-CROSSROADS,CITY STREET,2011-04-29T12:16:00.000,2011-04-29T00:00:00.000,12:16:00,2011,April,Friday,10:01 am to 2:00 pm,3801,001057,3D,3D60,24TH ST,UTAH ST,34.0,West,Clear,Not Stated,Injury (Complaint of Pain),Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7530569391207,-122.40544695784",CC,Vehicle-Bicycle,,Bicyclist,East,Proceeding Straight,Driver,East,Stopped In Road,POINT (-122.40545 37.753056),2011-04-29T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:49.874,54.0,54.0,3.0,9.0,20.0
574,37962,23070000,,140188730,37.7310323550775,-122.471797435888,SFPD-CROSSROADS,CITY STREET,2014-03-05T10:00:00.000,2014-03-05T00:00:00.000,10:00:00,2014,March,Wednesday,6:01 am to 10:00 am,3801,1081,TARAVAL,3116B,JUNIPERO SERRA BLVD,OCEAN AVE,0.0,Not Stated,Not Stated,Not Stated,Injury (Complaint of Pain),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7310323550775,-122.471797435888",AA,Vehicle(s) Only Involved,,Driver,South,Not Stated,Driver,South,Not Stated,POINT (-122.471794 37.731033),2014-03-05T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:50.175,63.0,63.0,10.0,8.0,41.0
575,44551,28009000,,170923374,37.7750759611183,-122.51129492522,SFPD-CROSSROADS,CITY STREET,2017-11-12T16:30:00.000,2017-11-12T00:00:00.000,16:30:00,2017,November,Sunday,2:01 pm to 6:00 pm,3801,,RICHMOND,901,GREAT HWY,BALBOA ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7750759611183,-122.51129492522",CC,Vehicle-Bicycle,,Driver,South,Making Right Turn,Bicyclist,South,Making Left Turn,POINT (-122.51129 37.775078),2017-11-12T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:50.605,8.0,8.0,8.0,4.0,29.0
576,14129,24209000,6733000.0,6221624,37.7725839339896,-122.410004123471,SFPD-CROSSROADS,CITY STREET,2012-10-28T22:50:00.000,2012-10-28T00:00:00.000,22:50:00,2012,October,Sunday,10:01 pm to 2:00 am,3801,1515,B,3A66,HARRISON ST,09TH ST,30.0,East,Cloudy,Not Stated,Injury (Complaint of Pain),Other,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7725839339896,-122.410004123471",AA,Vehicle(s) Only Involved,,Driver,West,Stopped In Road,Driver,West,Passing Other Vehicle,POINT (-122.41 37.772583),2012-10-28T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:50.638,32.0,32.0,1.0,10.0,34.0
577,26302,24917000,,130489225,37.7871491428224,-122.40987401663,SFPD-CROSSROADS,CITY STREET,2013-06-14T10:24:00.000,2013-06-14T00:00:00.000,10:24:00,2013,June,Friday,10:01 am to 2:00 pm,3801,4111,CENTRAL,3B60,GEARY ST,MASON ST,0.0,Not Stated,Clear,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7871491428224,-122.40987401663",AA,Vehicle(s) Only Involved,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.409874 37.787148),2013-06-14T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:50.729,20.0,20.0,6.0,3.0,36.0
578,30970,26801000,9743000.0,140479692,37.7822378465101,-122.441148717413,SFPD-CROSSROADS,CITY STREET,2014-06-09T12:23:00.000,2014-06-09T00:00:00.000,12:23:00,2014,June,Monday,10:01 am to 2:00 pm,3801,1430,PARK,,OFARRELL ST,BRODERICK ST,54.0,West,Clear,,Injury (Complaint of Pain),Hit Object,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Midblock > 20ft,22106,22106,Unsafe starting or backing on highway,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22106,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7822378465101,-122.441148717413",AA,Vehicle(s) Only Involved,1.0,Driver,East,Parking Maneuver,,,,POINT (-122.44115 37.782238),2014-06-09T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:50.756,13.0,13.0,7.0,6.0,39.0
579,6147,23613000,10338000.0,150471638,37.7523249035628,-122.392616965879,SFPD-CROSSROADS,CITY STREET,2015-05-30T12:34:00.000,2015-05-30T00:00:00.000,12:34:00,2015,May,Saturday,10:01 am to 2:00 pm,3801,4210,BAYVIE,3C11A,PENNSYLVANIA AVE,25TH ST,80.0,South,Not Stated,Not Stated,Injury (Complaint of Pain),Broadside,Other Motor Vehicle,No Pedestrian Involved,Not Stated,No Unusual Condition,Not Stated,Not Stated,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7523249035628,-122.392616965879",AA,Vehicle(s) Only Involved,,Driver,South,Making U Turn,Driver,South,Proceeding Straight,POINT (-122.39262 37.752323),2015-05-30T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:50.973,54.0,54.0,2.0,9.0,1.0
580,11589,25723000,805000.0,160387592,37.7628866814286,-122.428560231882,SFPD-CROSSROADS,CITY STREET,2016-05-12T07:55:00.000,2016-05-12T00:00:00.000,07:55:00,2016,May,Thursday,6:01 am to 10:00 am,3801,2355,MISSION,3D11A,17TH ST,CHURCH ST,15.0,West,Clear,Not Stated,Injury (Severe),Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7628866814286,-122.428560231882",FF,Bicycle Only,1.0,Bicyclist,West,Proceeding Straight,,,,POINT (-122.42856 37.762886),2016-05-12T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:51.015,37.0,37.0,3.0,5.0,5.0
581,58676,33411000,,220472796,37.7268240494935,-122.472056884613,SFPD-INTERIM DB,CITY STREET,2022-07-17T10:54:00.000,2022-07-17T00:00:00.000,10:54:00,2022,July,Sunday,10:01 am to 2:00 pm,3801,1210,Taraval,I5,JUNIPERO SERRA BLVD,WINSTON DR,0.0,Not Stated,Clear,Not Stated,Injury (Other Visible),Overturned,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.72682404949355,-122.4720568846134",AA,Vehicle(s) Only Involved,,Driver,South,Proceeding Straight,,,,POINT (-122.47205 37.726826),2022-12-08T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:51.144,67.0,67.0,10.0,8.0,41.0
582,55628,25177000,13663000.0,210367925,37.7835349025,-122.419533169,SFPD-INTERIM DB,CITY STREET,2021-06-13T13:44:00.000,2021-06-13T00:00:00.000,13:44:00,2021,June,Sunday,10:01 am to 2:00 pm,3801,4370,Northern,3E45C,WILLOW ST,POLK ST,76.0,West,Clear,Not Stated,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,Other,Not Stated,Daylight,,Midblock > 20ft,22106,22106,Unsafe starting or backing on highway,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22106,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7835349025,-122.419533169",BB,Vehicle-Pedestrian,1.0,Driver,West,Backing,Pedestrian,West,Proceeding Straight,POINT (-122.41953 37.783535),2021-07-07T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:51.935,20.0,20.0,4.0,10.0,36.0
583,15324,24262000,5672000.0,150196137,37.7769017220444,-122.40764506787,SFPD-CROSSROADS,CITY STREET,2015-03-04T12:00:00.000,2015-03-04T00:00:00.000,12:00:00,2015,March,Wednesday,10:01 am to 2:00 pm,3801,1172,SOUTHERN,CO.B,FOLSOM ST,07TH ST,80.0,North,Clear,Not Stated,Injury (Complaint of Pain),Other,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7769017220444,-122.40764506787",CC,Vehicle-Bicycle,1.0,Bicyclist,West,Changing Lanes,Driver,West,Proceeding Straight,POINT (-122.407646 37.7769),2015-03-04T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:52.087,32.0,32.0,1.0,10.0,34.0
584,15829,24310000,,130237820,37.7770264209779,-122.412616667515,SFPD-CROSSROADS,CITY STREET,2013-03-22T13:19:00.000,2013-03-22T00:00:00.000,13:19:00,2013,March,Friday,10:01 am to 2:00 pm,3801,1460,,CO.B,08TH ST,MINNA ST,0.0,Not Stated,Clear,Not Stated,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,Unknown,Unknown,Unknown,Not Stated,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7770264209779,-122.412616667515",BB,Vehicle-Pedestrian,1.0,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,POINT (-122.41261 37.777027),2013-03-22T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:52.428,32.0,32.0,1.0,10.0,34.0
585,15272,23889000,,180826257,37.777799011,-122.400297759,SFPD-INTERIM DB,CITY STREET,2018-10-31T09:41:00.000,2018-10-31T00:00:00.000,09:41:00,2018,October,Wednesday,6:01 am to 10:00 am,3801,839,Southern,B2,05TH ST,BRYANT ST,0.0,Not Stated,Clear,Not Stated,Injury (Other Visible),Broadside,Not Stated,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,,Intersection <= 20ft,21801(a),"21801(a,b)",Violation of right-of-way - left turn,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21801,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.777799011,-122.400297759",CC,Vehicle-Bicycle,1.0,Driver,South,Making Left Turn,Bicyclist,North,Proceeding Straight,POINT (-122.4003 37.777798),2019-01-17T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:52.582,32.0,32.0,1.0,10.0,34.0
586,35344,26973000,8462101.0,180684259,37.7992280422,-122.440387946,SFPD-INTERIM DB,CITY STREET,2018-09-10T05:42:00.000,2018-09-10T00:00:00.000,05:42:00,2018,September,Monday,2:01 am to 6:00 am,3801,443,Northern,4C1,LOMBARD ST,SCOTT ST,175.0,East,Clear,Not Stated,Injury (Severe),Hit Object,Fixed Object,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,,Midblock > 20ft,Unknown,Unknown,Unknown,Not Stated,0,4,"https://maps.google.com/maps?q=&layer=c&cbll=37.7992280422,-122.440387946",AA,Vehicle(s) Only Involved,,Driver,East,Making Left Turn,,,,POINT (-122.44039 37.79923),2018-10-16T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:52.652,14.0,14.0,4.0,6.0,13.0
587,46716,23880000,4843000.0,190135258,37.7696002539,-122.406021197,SFPD-INTERIM DB,CITY STREET,2019-02-23T08:45:00.000,2019-02-23T00:00:00.000,08:45:00,2019,February,Saturday,6:01 am to 10:00 am,3801,677,Southern,3B14A,DIVISION ST,09TH ST,75.0,East,Clear,Not Stated,Injury (Severe),Other,Non-Collision,No Pedestrian Involved,Dry,"Holes, Deep Rut",Not Stated,Daylight,,Midblock > 20ft,Unknown,Unknown,Unknown,,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.7696002539,-122.406021197",AA,Vehicle(s) Only Involved,,Other,West,Proceeding Straight,,,,POINT (-122.40602 37.7696),2019-04-22T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:52.764,33.0,33.0,3.0,9.0,20.0
588,34389,25480000,9689000.0,5429129,37.8066791818321,-122.412779477985,SFPD-CROSSROADS,CITY STREET,2011-11-21T10:08:00.000,2011-11-21T00:00:00.000,10:08:00,2011,November,Monday,10:01 am to 2:00 pm,3801,1864,A,04A,NORTH POINT ST,POWELL ST,187.0,West,Clear,Not Stated,Injury (Other Visible),Sideswipe,Bicycle,No Pedestrian Involved,Dry,Reduced Roadway Width,Not Stated,Daylight,,Midblock > 20ft,22102,22102,Illegal U-turn in business district,http://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22102,0,1,"https://maps.google.com/maps?q=&layer=c&cbll=37.8066791818321,-122.412779477985",CC,Vehicle-Bicycle,1.0,Driver,West,Making U Turn,Bicyclist,West,Proceeding Straight,POINT (-122.41278 37.80668),2011-11-21T00:00:00.000,2023-04-26T00:00:00.000,2023-07-29T03:31:52.786,99.0,99.0,6.0,3.0,23.0
